,Input Date,Object X ID,OEM Company,Product/Category,Level,Position Title,Hours,Years Exp High,Years Exp Low,Quoted Rate High,Quoted Rate Low,CEP Provided Rate High,CEP Provided Rate Low,Deal Total,Country,City/State,Currency Notes,Document Name,Database Practice
10825,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Program Director / SME / Transformation Arch,,,,,440.0,,,,USA,,,Accenture SEC rate card,Services
10808,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Program Lead,,,,,552.2688,,,,China,,,Accenture SEC rate card,Services
10805,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Program Lead,,,,,590.0,,,,USA,,,Accenture SEC rate card,Services
9625,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Project Manager / Technology Architect,,,,,232.9884,,,,China,,,Accenture SEC rate card,Services
2286,2020-05-21,a1t2J000005tnMMQAY,,Technology Advisory,,Technology / Performance Analyst,,,,,184.0,,,,USA,,,Accenture SEC rate card,Services
21912,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Consultant,,,,,175.96800000000002,,,,China,,,Accenture SEC rate card,Services
4814,2020-06-05,a1t2J000005tnsXQAQ,,,,Sr Developer ,180.0,,,,,50.0,28.0,257600.0,India,,blended rate,2020 06 05 RE_ 26056 - Blue Cross Blue Shield of Massachusetts - IBM,Services
9915,2020-06-05,a1t2J000005tnsXQAQ,,,,Project Manager,120.0,,,,,300.0,200.0,257600.0,USA,,blended rate,2020 06 05 RE_ 26056 - Blue Cross Blue Shield of Massachusetts - IBM,Services
2846,2020-06-05,a1t2J000005tnsXQAQ,,,,Technical Architect (ISAM),120.0,,,,,235.0,150.0,257600.0,USA,,blended rate,2020 06 05 RE_ 26056 - Blue Cross Blue Shield of Massachusetts - IBM,Services
5285,2020-06-05,a1t2J000005tnsXQAQ,,,,Solution Architect,30.0,,,,,235.0,150.0,257600.0,USA,,blended rate,2020 06 05 RE_ 26056 - Blue Cross Blue Shield of Massachusetts - IBM,Services
2847,2020-06-05,a1t2J000005tnsXQAQ,,,,Technical Architect (Drupal),340.0,,,,,315.0,225.0,257600.0,USA,,blended rate,2020 06 05 RE_ 26056 - Blue Cross Blue Shield of Massachusetts - IBM,Services
18675,2020-06-05,a1t2J000005tnsXQAQ,,,,Deployment Manager,180.0,,,,,300.0,200.0,257600.0,USA,,blended rate,2020 06 05 RE_ 26056 - Blue Cross Blue Shield of Massachusetts - IBM,Services
4256,2020-05-25,a1t2J000005tnvRQAQ,,,,"Sr. QA Analyst, India",1485.0,,,,45.0,,,,India,,,EY RFP Pricing Matrix_revised,Services
4600,2020-05-25,a1t2J000005tnvRQAQ,,,,"Sr. BA, India",,,,,45.0,,,,India,,,EY RFP Pricing Matrix_revised,Services
4463,2020-05-25,a1t2J000005tnvRQAQ,,,,"Sr. Developer, India",2340.0,,,,49.0,,,,India,,,EY RFP Pricing Matrix_revised,Services
17907,2020-05-25,a1t2J000005tnvRQAQ,,,,"Developer, India",675.0,,,,39.0,,,,India,,,EY RFP Pricing Matrix_revised,Services
23698,2020-05-25,a1t2J000005tnvRQAQ,,,,"BA, India",,,,,39.0,,,,India,,,EY RFP Pricing Matrix_revised,Services
18130,2020-05-25,a1t2J000005tnvRQAQ,,,,Developer,160.0,,,,185.0,,,,USA,,,EY RFP Pricing Matrix_revised,Services
9364,2020-05-25,a1t2J000005tnvRQAQ,,,,QA Analyst,900.0,,,,175.0,,,,USA,,,EY RFP Pricing Matrix_revised,Services
23704,2020-05-25,a1t2J000005tnvRQAQ,,,,BA,540.0,,,,175.0,,,,USA,,,EY RFP Pricing Matrix_revised,Services
11882,2020-05-25,a1t2J000005tnvRQAQ,,,,Partner,76.0,,,,300.0,,,,USA,,,EY RFP Pricing Matrix_revised,Services
14195,2020-05-25,a1t2J000005tnvRQAQ,,,,"Lead Developer, India",,,,,59.0,,,,India,,,EY RFP Pricing Matrix_revised,Services
24162,2020-05-25,a1t2J000005tnvRQAQ,,,,Architect,700.0,,,,280.0,,,,USA,,,EY RFP Pricing Matrix_revised,Services
4351,2020-05-25,a1t2J000005tnvRQAQ,,,,Sr. Manager,300.0,,,,280.0,,,,USA,,,EY RFP Pricing Matrix_revised,Services
9415,2020-05-25,a1t2J000005tnvRQAQ,,,,QA Analyst,675.0,,,,39.0,,,,India,,,EY RFP Pricing Matrix_revised,Services
14202,2020-05-25,a1t2J000005tnvRQAQ,,,,Lead Developer,900.0,,,,230.0,,,,USA,,,EY RFP Pricing Matrix_revised,Services
14280,2020-05-25,a1t2J000005tnvRQAQ,,,,Lead BA,,,,,230.0,,,,USA,,,EY RFP Pricing Matrix_revised,Services
7329,2020-06-23,a1t2J000005tpAlQAI,,,,Senior Business Analyst,,,,,112.99999999999999,146.89999999999998,62.14999999999999,559350.0,Ireland,,1:1.13 Euro-USD Conversion Rate,26112 - Bank of Ireland - Link ASI,Services
14565,2020-06-23,a1t2J000005tpAlQAI,,,,Junior Business Analyst,,,,,91.81249999999999,124.29999999999998,39.55,559350.0,Ireland,,1:1.13 Euro-USD Conversion Rate,26112 - Bank of Ireland - Link ASI,Services
10427,2020-06-23,a1t2J000005tpAlQAI,,,,Project Administration (PMO),,,,,70.625,112.99999999999999,48.589999999999996,559350.0,Ireland,,1:1.13 Euro-USD Conversion Rate,26112 - Bank of Ireland - Link ASI,Services
10485,2020-06-23,a1t2J000005tpAlQAI,,,,Programme Management / Project Manager,,,,,141.25,203.39999999999998,101.69999999999999,559350.0,Ireland,,1:1.13 Euro-USD Conversion Rate,26112 - Bank of Ireland - Link ASI,Services
13921,2020-05-26,a1t2J000005tpAqQAI,,,,Learning Consultant,,,,,150.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
15529,2020-05-26,a1t2J000005tpAqQAI,,,,Integration Architect,,,,,150.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
3466,2020-05-26,a1t2J000005tpAqQAI,,,,System Engineer - FSI,,,,,150.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
16155,2020-05-26,a1t2J000005tpAqQAI,,,,Healthcare Executive,,,,,190.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
5506,2020-05-26,a1t2J000005tpAqQAI,,,,Software Engineer,,,,,150.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
3465,2020-05-26,a1t2J000005tpAqQAI,,,,System Engineer - MDI,,,,,138.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
3473,2020-05-26,a1t2J000005tpAqQAI,,,,System Engineer,,,,,150.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
3477,2020-05-26,a1t2J000005tpAqQAI,,,,System Architect,,,,,150.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
22449,2020-05-26,a1t2J000005tpAqQAI,,,,Client Results Executive,,,,,190.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
17302,2020-05-26,a1t2J000005tpAqQAI,,,,Engagement Leader,,,,,176.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
15301,2020-05-26,a1t2J000005tpAqQAI,,,,Interface Architect,,,,,150.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
5283,2020-05-26,a1t2J000005tpAqQAI,,,,Solution Architect,,,,,150.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
20537,2020-05-26,a1t2J000005tpAqQAI,,,,Data Analyst,,,,,142.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
2224,2020-05-26,a1t2J000005tpAqQAI,,,,Technology Engineer,,,,,138.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
22432,2020-05-26,a1t2J000005tpAqQAI,,,,Clinical Designer,,,,,150.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
22429,2020-05-26,a1t2J000005tpAqQAI,,,,Clinical Strategist,,,,,150.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
11592,2020-05-26,a1t2J000005tpAqQAI,,,,Physician Strategist,,,,,150.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
18800,2020-05-26,a1t2J000005tpAqQAI,,,,Delivery Consultant - Conversion Support,,,,,138.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
11595,2020-05-26,a1t2J000005tpAqQAI,,,,Physician Executive,,,,,190.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
2678,2020-05-26,a1t2J000005tpAqQAI,,,,Technical Engagement Leader,,,,,150.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
18801,2020-05-26,a1t2J000005tpAqQAI,,,,Delivery Consultant,,,,,138.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
17333,2020-05-26,a1t2J000005tpAqQAI,,,,Engagement Controller,,,,,150.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
2679,2020-05-26,a1t2J000005tpAqQAI,,,,Technical Engagement Executive,,,,,176.0,,,,USA,,,Fully Signed Cerner Schedule 382,Services
18752,2020-05-28,a1t2J000005tpBAQAY,,,,Delivery Lead,,,,,140.0,250.0,150.0,630160.0,USA,,,Nike_Project Playground_ext_2020-05-20,Services
18753,2020-05-28,a1t2J000005tpBAQAY,,,,Delivery Lead,,,,,160.0,250.0,150.0,630160.0,USA,,,Nike_Project Playground_ext_2020-05-20,Services
2225,2020-05-28,a1t2J000005tpBAQAY,,,,Technology Director,,,,,140.0,215.0,175.0,630160.0,USA,,,Nike_Project Playground_ext_2020-05-20,Services
2226,2020-05-28,a1t2J000005tpBAQAY,,,,Technology Director,,,,,180.0,215.0,175.0,630160.0,USA,,,Nike_Project Playground_ext_2020-05-20,Services
18132,2020-05-28,a1t2J000005tpBAQAY,,,,Developer,,,,,160.0,175.0,125.0,630160.0,USA,,,Nike_Project Playground_ext_2020-05-20,Services
18133,2020-05-28,a1t2J000005tpBAQAY,,,,Developer,,,,,165.0,175.0,125.0,630160.0,USA,,,Nike_Project Playground_ext_2020-05-20,Services
2227,2020-05-28,a1t2J000005tpBAQAY,,,,Technology Director,,,,,180.0,215.0,175.0,630160.0,USA,,,Nike_Project Playground_ext_2020-05-20,Services
9481,2020-05-28,a1t2J000005tpBAQAY,,,,QA,,,,,115.0,150.0,95.0,630160.0,USA,,,Nike_Project Playground_ext_2020-05-20,Services
4257,2020-05-28,a1t2J000005tpBAQAY,,,,Sr. QA,,,,,125.0,200.0,110.0,630160.0,USA,,,Nike_Project Playground_ext_2020-05-20,Services
18131,2020-05-28,a1t2J000005tpBAQAY,,,,Developer,,,,,135.0,175.0,125.0,630160.0,USA,,,Nike_Project Playground_ext_2020-05-20,Services
18754,2020-05-28,a1t2J000005tpBAQAY,,,,Delivery Lead,,,,,160.0,250.0,150.0,630160.0,USA,,,Nike_Project Playground_ext_2020-05-20,Services
4482,2020-05-28,a1t2J000005tpBAQAY,,,,Sr. Developer,,,,,170.0,180.0,135.0,630160.0,USA,,,Nike_Project Playground_ext_2020-05-20,Services
11338,2020-09-17,a1t2J000005uGO0QAM,Cisco,,,Presidio Net. Eng.,,,,,230.0,245.0,210.0,,USA,,,,Services
11337,2020-09-17,a1t2J000005uGO0QAM,Cisco,,,Presidio PM - Sr.,,,,,225.0,240.0,215.0,,USA,,,,Services
11336,2020-09-17,a1t2J000005uGO0QAM,Cisco,,,Presidio Sec. Eng.,,,,,230.0,250.0,220.0,,USA,,,,Services
11335,2020-09-17,a1t2J000005uGO0QAM,Cisco,,,Presidio Sec. Eng. - Sr.,,,,,235.0,265.0,225.0,,USA,,,,Services
11334,2020-09-17,a1t2J000005uGO0QAM,Cisco,,,Presidio Technician,,,,,90.0,100.0,75.0,,USA,,,,Services
11666,2020-05-29,a1t2J000005tpHcQAI,,,,Performance Reporting Analyst,25.0,,,,120.0,165.0,110.0,,USA,,,Lululemon SOW v0.1,Services
11684,2020-05-29,a1t2J000005tpHcQAI,,,,Performance Engineer,60.0,,,,180.0,200.0,150.0,,USA,,,Lululemon SOW v0.1,Services
11705,2020-05-29,a1t2J000005tpHcQAI,,,,Performance Architect,35.0,,,,220.0,260.0,215.0,,USA,,,Lululemon SOW v0.1,Services
12408,2020-05-28,a1t2J000005OXztQAG,,,,Technical Consultant,1195.0,,,,195.0,,,1091075.0,USA,,,2020 05 28 SIU Case Management Replacement - send to ClearEdge,Services
4611,2020-05-28,a1t2J000005OXztQAG,,,,Sr. Analytical Consultant,850.0,,,,310.0,,,1091075.0,USA,,,2020 05 28 SIU Case Management Replacement - send to ClearEdge,Services
19399,2020-05-28,a1t2J000005OXztQAG,,,,Sr. Technical Consultant,930.0,,,,235.0,,,1091075.0,USA,,,2020 05 28 SIU Case Management Replacement - send to ClearEdge,Services
4157,2020-05-28,a1t2J000005OXztQAG,,,,Sr. Technical Architect,20.0,,,,260.0,,,1091075.0,USA,,,2020 05 28 SIU Case Management Replacement - send to ClearEdge,Services
25005,2020-05-28,a1t2J000005OXztQAG,,,,Analytical Consultant,840.0,,,,260.0,,,1091075.0,USA,,,2020 05 28 SIU Case Management Replacement - send to ClearEdge,Services
17442,2020-05-28,a1t2J000005OXztQAG,,,,Doc Specialist,60.0,,,,140.0,,,1091075.0,USA,,,2020 05 28 SIU Case Management Replacement - send to ClearEdge,Services
9912,2020-05-28,a1t2J000005OXztQAG,,,,Project Manager,800.0,,,,180.0,,,1091075.0,USA,,,2020 05 28 SIU Case Management Replacement - send to ClearEdge,Services
9913,2020-06-01,a1t2J000005tpVtQAI,,,,Project Manager,972.0,,,,250.0,275.0,175.0,1428400.0,USA,,,26169 - Nike - o9 Solutions,Services
5339,2020-06-01,a1t2J000005tpVtQAI,,,,Solution Architect,2024.0,,,,75.0,90.0,65.0,1428400.0,India,,,26169 - Nike - o9 Solutions,Services
22456,2020-06-01,a1t2J000005tpVtQAI,,,,Client Partner,0.0,,,,300.0,400.0,250.0,1428400.0,USA,,,26169 - Nike - o9 Solutions,Services
22921,2020-06-01,a1t2J000005tpVtQAI,,,,Business Consultant,2024.0,,,,55.0,70.0,45.0,1428400.0,India,,,26169 - Nike - o9 Solutions,Services
22916,2020-06-01,a1t2J000005tpVtQAI,,,,Business Consultant,1600.0,,,,150.0,225.0,110.0,1428400.0,USA,,,26169 - Nike - o9 Solutions,Services
14778,2020-06-01,a1t2J000005tpVtQAI,,,,Jr Business Consultant,2024.0,,,,35.0,55.0,25.0,1428400.0,India,,,26169 - Nike - o9 Solutions,Services
10750,2020-06-01,a1t2J000005tpVtQAI,,,,Program Manager,0.0,,,,75.0,90.0,65.0,1428400.0,India,,,26169 - Nike - o9 Solutions,Services
2710,2020-06-01,a1t2J000005tpVtQAI,,,,Technical Consultant,2024.0,,,,35.0,55.0,25.0,1428400.0,India,,,26169 - Nike - o9 Solutions,Services
4871,2020-06-01,a1t2J000005tpVtQAI,,,,Sr Business Consultant,2024.0,,,,75.0,90.0,65.0,1428400.0,India,,,26169 - Nike - o9 Solutions,Services
4869,2020-06-01,a1t2J000005tpVtQAI,,,,Sr Business Consultant,1944.0,,,,200.0,275.0,190.0,1428400.0,USA,,,26169 - Nike - o9 Solutions,Services
12234,2020-06-26,a1t2J000005tpWDQAY,,,,Offshore Sr. Developer / Architect,,,,,35.0,50.0,30.0,36500.0,India,,,Capgemini - SPLUNK Operational Dashboards SOW - Final,Services
14523,2020-06-26,a1t2J000005tpWDQAY,,,,Lead Onsite Developer / Architect,,,,,115.0,180.0,115.0,36500.0,USA,Texas,,Capgemini - SPLUNK Operational Dashboards SOW - Final,Services
12301,2020-06-26,a1t2J000005tpWDQAY,,,,Offshore Developer,,,,,33.0,40.0,26.0,36500.0,India,,,Capgemini - SPLUNK Operational Dashboards SOW - Final,Services
4295,2020-06-02,a1t2J000005tpgmQAA,,,,Sr. Portfolio Leader,,,,,204.0,300.0,195.0,1140000.0,USA,,,Nike-ClearEdge_Client Engagement Point B rates,Services
4287,2020-06-02,a1t2J000005tpgmQAA,,,,Sr. Program Manager,,,,,204.0,275.0,180.0,1140000.0,USA,,,Nike-ClearEdge_Client Engagement Point B rates,Services
25823,2020-06-02,a1t2J000005tpgmQAA,,,,Account Leader,,,,,167.0,245.0,245.0,1140000.0,USA,,,Nike-ClearEdge_Client Engagement Point B rates,Services
10628,2020-06-02,a1t2J000005tpgmQAA,,,,Program Manager,,,,,167.0,225.0,145.0,1140000.0,USA,,,Nike-ClearEdge_Client Engagement Point B rates,Services
3565,2020-06-19,a1t2J000005tpiEQAQ,,Application Support,Level II,Support Engineer (NOC),,,,,94.0,125.0,85.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
24172,2020-06-19,a1t2J000005tpiEQAQ,,Technical Program Leadership,Level III,Architect,,,,,200.0,205.0,140.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
24171,2020-06-19,a1t2J000005tpiEQAQ,,Technical Program Leadership,Level III,Architect,,,,,196.0,205.0,140.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
20435,2020-06-19,a1t2J000005tpiEQAQ,,Application Support,Level I,"Data Analyst (Data Analyst, ETL Engineer)",,,,,81.0,140.0,60.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
20434,2020-06-19,a1t2J000005tpiEQAQ,,Application Support,Level I,"Data Analyst (Data Analyst, ETL Engineer)",,,,,80.0,140.0,60.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
24163,2020-06-19,a1t2J000005tpiEQAQ,,Technical Program Leadership,Level I,Architect,,,,,139.0,200.0,135.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
24164,2020-06-19,a1t2J000005tpiEQAQ,,Technical Program Leadership,Level I,Architect,,,,,142.0,200.0,135.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
24165,2020-06-19,a1t2J000005tpiEQAQ,,Technical Program Leadership,Level I,Architect,,,,,145.0,200.0,135.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
24166,2020-06-19,a1t2J000005tpiEQAQ,,Technical Program Leadership,Level II,Architect,,,,,168.0,200.0,135.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
5791,2020-06-19,a1t2J000005tpiEQAQ,,Application Development,Tech Lead,Site Reliability Engineer,,,,,172.0,210.0,90.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
24169,2020-06-19,a1t2J000005tpiEQAQ,,Technical Program Leadership,Level II,Architect,,,,,175.0,200.0,135.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
17080,2020-06-19,a1t2J000005tpiEQAQ,,,,"Engineer (Custom Dev, Devops, QE)",,,,,55.0,55.0,28.0,,India,,,Nike-ClearEdge_Client Engagement GridDynamics,Services
5792,2020-06-19,a1t2J000005tpiEQAQ,,Application Development,Tech Lead,Site Reliability Engineer,,,,,175.0,210.0,90.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
11303,2020-06-19,a1t2J000005tpiEQAQ,,,,Principal Architect,,,,,206.0,215.0,190.0,,USA,,,Nike-ClearEdge_Client Engagement GridDynamics,Services
20448,2020-06-19,a1t2J000005tpiEQAQ,,Application Support,Level I,"Data Analyst (Data Analyst, ETL Engineer)",,,,,30.0,45.0,5.0,,India,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
24170,2020-06-19,a1t2J000005tpiEQAQ,,Technical Program Leadership,Level III,Architect,,,,,192.0,205.0,140.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
20449,2020-06-19,a1t2J000005tpiEQAQ,,Application Support,Level II,"Data Analyst (Data Analyst, ETL Engineer)",,,,,34.0,45.0,5.0,,India,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
17081,2020-06-19,a1t2J000005tpiEQAQ,,,,Engineer - Big Data,,,,,155.0,235.0,155.0,,USA,,,Nike-ClearEdge_Client Engagement GridDynamics,Services
19435,2020-06-19,a1t2J000005tpiEQAQ,,Emerging Technology Skills,Level IV,Data Scientist / ML Engineer / AI Specialist,,,,,90.0,,,,Canada,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
19434,2020-06-19,a1t2J000005tpiEQAQ,,Emerging Technology Skills,Level IV,Data Scientist / ML Engineer / AI Specialist,,,,,88.0,,,,Canada,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
19433,2020-06-19,a1t2J000005tpiEQAQ,,Emerging Technology Skills,Level IV,Data Scientist / ML Engineer / AI Specialist,,,,,86.0,,,,Canada,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
24168,2020-06-19,a1t2J000005tpiEQAQ,,,,Architect,,,,,175.0,200.0,140.0,,USA,,,Nike-ClearEdge_Client Engagement GridDynamics,Services
24167,2020-06-19,a1t2J000005tpiEQAQ,,Technical Program Leadership,Level II,Architect,,,,,172.0,200.0,135.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
20443,2020-06-19,a1t2J000005tpiEQAQ,,Application Support,Tech Lead,"Data Analyst (Data Analyst, ETL Engineer)",,,,,138.0,210.0,90.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
20436,2020-06-19,a1t2J000005tpiEQAQ,,Application Support,Level I,"Data Analyst (Data Analyst, ETL Engineer)",,,,,83.0,140.0,60.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
20447,2020-06-19,a1t2J000005tpiEQAQ,,Application Support,Level I,"Data Analyst (Data Analyst, ETL Engineer)",,,,,29.0,45.0,5.0,,India,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
3560,2020-06-19,a1t2J000005tpiEQAQ,,Application Support,Level I,Support Engineer (NOC),,,,,80.0,135.0,75.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
17079,2020-06-19,a1t2J000005tpiEQAQ,,,,"Engineer (Custom Dev, Devops, QE)",,,,,139.0,200.0,135.0,,USA,,,Nike-ClearEdge_Client Engagement GridDynamics,Services
5787,2020-06-19,a1t2J000005tpiEQAQ,,Application Development,Level III,Site Reliability Engineer,,,,,149.0,180.0,80.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
17082,2020-06-19,a1t2J000005tpiEQAQ,,,,Engineer - Big Data,,,,,64.0,64.0,37.0,,India,,,Nike-ClearEdge_Client Engagement GridDynamics,Services
20442,2020-06-19,a1t2J000005tpiEQAQ,,Application Support,Level III,"Data Analyst (Data Analyst, ETL Engineer)",,,,,114.0,140.0,60.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
5786,2020-06-19,a1t2J000005tpiEQAQ,,Application Development,Level II,Site Reliability Engineer,,,,,129.0,180.0,80.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
3566,2020-06-19,a1t2J000005tpiEQAQ,,Application Support,Level III,Support Engineer (NOC),,,,,109.0,175.0,105.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
5785,2020-06-19,a1t2J000005tpiEQAQ,,Application Development,Level II,Site Reliability Engineer,,,,,126.0,180.0,80.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
5784,2020-06-19,a1t2J000005tpiEQAQ,,Application Development,Level II,Site Reliability Engineer,,,,,124.0,180.0,80.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
5783,2020-06-19,a1t2J000005tpiEQAQ,,Application Development,Level I,Site Reliability Engineer,,,,,95.0,180.0,80.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
5782,2020-06-19,a1t2J000005tpiEQAQ,,Application Development,Level I,Site Reliability Engineer,,,,,93.0,180.0,80.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
5781,2020-06-19,a1t2J000005tpiEQAQ,,Application Development,Level I,Site Reliability Engineer,,,,,91.0,180.0,80.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
3564,2020-06-19,a1t2J000005tpiEQAQ,,Application Support,Level II,Support Engineer (NOC),,,,,92.0,125.0,85.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
20441,2020-06-19,a1t2J000005tpiEQAQ,,Application Support,Level III,"Data Analyst (Data Analyst, ETL Engineer)",,,,,112.0,140.0,60.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
20439,2020-06-19,a1t2J000005tpiEQAQ,,Application Support,Level II,"Data Analyst (Data Analyst, ETL Engineer)",,,,,94.0,140.0,60.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
20438,2020-06-19,a1t2J000005tpiEQAQ,,Application Support,Level II,"Data Analyst (Data Analyst, ETL Engineer)",,,,,92.0,140.0,60.0,,USA,,,Worksheet in Nike-ClearEdge_Client Engagement GridDynamics v2,Services
